Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,Daily_Change,Daily_Return,Day_Range,Day_of_Week,Target_Price,Target_Direction
2023-08-31,1202.5989377093504,1203.5915905675504,1191.133748727762,1194.65771484375,21638600.0,1206.817822265625,1228.2442260742187,1240.189141845703,-7.941222865600366,-0.4569872649979989,12.457841839788443,3,1197.4619140625,1
2023-09-01,1194.4343955405525,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842.0,1201.2886962890625,1221.5363525390626,1238.8357788085937,3.0275185219475134,0.2347282559604702,11.9118343318612,4,1196.494140625,0
2023-09-04,1197.4619529612137,1202.921543874001,1193.8140262826475,1196.494140625,9347626.0,1198.007958984375,1216.1114990234375,1236.6018981933594,-0.967812336213683,-0.08081872384706479,9.107517591353371,0,1202.8968505859375,1
2023-09-05,1201.1100268699734,1208.033756715794,1197.3627378820318,1202.8968505859375,8675876.0,1198.33056640625,1211.3567016601562,1234.3345275878905,1.7868237159641467,0.5351225504199197,10.671018833762218,1,1205.4281005859375,1
2023-09-06,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370.0,1199.387744140625,1206.7160522460938,1232.5696105957031,3.772008552827174,0.2104295142818735,9.380522024753873,2,1207.06591796875,1
2023-09-07,1201.9537313347682,1210.1679582595823,1196.6430625915527,1207.06591796875,13652572.0,1201.869384765625,1204.343603515625,1230.4773071289062,5.112186633981764,0.1358701843781729,13.524895668029558,3,1215.1064453125,1
2023-09-08,1211.0365924741222,1218.9778160313297,1202.5742018862825,1215.1064453125,23109288.0,1205.398291015625,1203.3434936523438,1228.508837890625,4.069852838377756,0.6661216445644103,16.403614145047186,4,1228.20947265625,1
2023-09-11,1216.9924464989117,1229.326207160582,1216.9924464989117,1228.20947265625,13271074.0,1211.741357421875,1204.874658203125,1226.9309204101562,11.217026157338296,1.0783439915323711,12.33376066167034,0,1210.4659423828125,0
2023-09-12,1232.3787090583842,1232.3787090583842,1209.0265228175713,1210.4659423828125,16255666.0,1213.25517578125,1205.79287109375,1223.721484375,-21.912766675571675,-1.444666457022481,23.352186240812898,1,1216.52099609375,1
2023-09-13,1211.0365644667,1222.278310335504,1204.2120756300535,1216.52099609375,12803338.0,1215.4737548828125,1207.4307495117187,1220.8667297363281,5.484431627050071,0.500225037229729,18.066234705450597,2,1217.6376953125,1
2023-09-14,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636.0,1217.5881103515626,1209.7287475585938,1218.9864868164063,-3.325362956530853,0.09179448791560851,10.323614320866909,3,1219.8961181640625,1
2023-09-15,1224.9337835939812,1224.9337835939812,1215.7517434819515,1219.8961181640625,25468592.0,1218.546044921875,1211.97216796875,1216.7542602539063,-5.037665429918661,0.18547576674545763,9.182040112029654,4,1209.274658203125,0
2023-09-18,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300.0,1214.75908203125,1213.2502197265626,1214.680859375,-1.7868238420680882,-0.8706856102569382,9.405362796519967,0,1182.323974609375,0
2023-09-20,1202.623798606989,1204.8821081322808,1168.8487603007638,1182.323974609375,57081884.0,1209.1306884765625,1211.1929321289062,1211.2748168945313,-20.299823997614112,-2.2286652094236636,36.03334783151695,2,1173.712890625,0
2023-09-21,1178.750555955457,1186.269974873086,1171.3304992731428,1173.712890625,12226182.0,1200.5690673828126,1208.0214111328125,1207.3687316894532,-5.037665330457003,-0.7283184786318841,14.939475599943307,3,1168.8240966796875,0
2023-09-22,1179.2717940052096,1182.47307577697,1166.3673046768697,1168.8240966796875,19176786.0,1190.80634765625,1204.1972290039062,1204.2704162597656,-10.447697325522086,-0.41652383511858737,16.105771100100355,4,1161.6273193359375,0
2023-09-25,1166.5657437194718,1171.6779308453931,1158.9720452955405,1161.6273193359375,14254884.0,1179.152587890625,1198.84931640625,1201.0964050292969,-4.938424383534311,-0.615728009389449,12.70588554985261,0,1162.6446533203125,1
2023-09-26,1160.684188171601,1166.4663425671888,1159.220049449067,1162.6446533203125,10087782.0,1169.8265869140625,1192.2928344726563,1198.5837463378907,1.9604651487115916,0.08757834526107455,7.246293118121912,1,1175.7476806640625,1
2023-09-27,1163.1410372849095,1177.1871000752485,1160.6594050312617,1175.7476806640625,11722778.0,1168.511328125,1188.8210083007812,1197.3069396972655,12.606643379152956,1.1270019009101295,16.527695043986796,2,1158.4755859375,0
2023-09-28,1182.7459002555731,1182.7459002555731,1153.9589668880435,1158.4755859375,14518346.0,1165.4638671875,1183.0164672851563,1195.2236083984376,-24.270314318073133,-1.469030729178833,28.786933367529628,3,1163.8856201171875,1
2023-09-29,1162.2973995824232,1175.847137006539,1158.475709840611,1163.8856201171875,12342014.0,1164.476171875,1177.641259765625,1193.6850036621095,1.5882205347643321,0.4669959596351303,17.371427165928026,4,1150.55908203125,0
2023-10-03,1156.415758225436,1159.220075299941,1149.492028660551,1150.55908203125,8859056.0,1162.2625244140625,1170.7075561523438,1191.339862060547,-5.856676194186093,-1.1450041013992163,9.728046639390186,1,1148.5738525390625,0
2023-10-04,1146.0178196869251,1150.981084388904,1139.1189302205564,1148.5738525390625,10286386.0,1159.4483642578125,1164.6374755859374,1188.94384765625,2.5560328521373776,-0.1725447674258196,11.862154168347615,2,1148.549072265625,0
2023-10-05,1151.105104982258,1156.14276991832,1146.017758932428,1148.549072265625,10953682.0,1154.008642578125,1161.2599853515626,1186.2264587402344,-2.556032716632899,-0.0021574819401237733,10.125010985892004,3,1150.4847412109375,1
2023-10-06,1150.0132553057874,1153.8597853939605,1147.5316229908371,1150.4847412109375,5431026.0,1152.4104736328125,1158.9371704101563,1183.4792907714843,0.47148590515007527,0.16853167113655143,6.328162403123315,4,1140.6822509765625,0
